,선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,WPA,생일
885,임준섭19한P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-07-16
886,조제영20두P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2001-02-12
887,고효준20롯P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1983-02-08
888,김대현19LDH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1997-03-08
889,류희운20KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1995-06-19
890,윤호솔21한P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1994-07-15
891,하재훈20SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1990-10-29
892,윤명준20두P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-06-18
893,홍정우22삼P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1996-03-16
894,조요한22SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2000-01-06
895,여건욱19LP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1986-09-16
896,원종현22NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1987-07-31
897,이상화20KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1988-03-01
898,이창재20KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1992-12-29
899,김재윤21KP,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1990-09-16
900,송윤준21한P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1992-07-16
901,안영명21KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1984-11-19
902,조상우20키P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1994-09-04
903,조영건20키P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1999-02-04
904,류진욱22NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1996-10-10
905,진해수22LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1986-06-26
906,김진성19NP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1985-03-07
907,주권20KP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1995-05-31
908,김동욱21키P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1997-05-16
909,박진형19롯P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1994-06-10
910,김택형21SP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1996-10-10
911,노성호21삼P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-10-22
912,임현준20삼P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1988-12-21
913,김상수20키P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1988-01-02
914,임규빈20키P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1991-09-12
915,지명성22KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2002-02-15
916,윤호솔22한P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1994-07-15
917,김세현19KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1987-08-07
918,안인산21NP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2001-02-27
919,김민규20두P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1999-05-07
920,김재윤20KP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1990-09-16
921,홍건희21두P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1992-09-29
922,손동현19KP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2001-01-23
923,박민호21SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1992-02-25
924,조상우21키P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1994-09-04
925,박종훈20SP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1991-08-13
926,박주혁22삼P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2001-05-18
927,함덕주22LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1995-01-13
928,하준호19KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-04-29
929,노시훈21NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1998-08-04
930,김원중21롯P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1993-06-14
931,이대은20KP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-03-23
932,채지선22LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1995-07-11
933,나균안21롯P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1998-03-16
934,오승환21삼P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1982-07-15
935,하준호21KP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-04-29
936,김원중20롯P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1993-06-14
937,정우영19LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1999-08-19
938,박정수22두P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1996-01-29
939,심재민21KP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1994-02-18
940,오원석20SP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2001-04-23
941,우규민22삼P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1985-01-21
942,최동환22LP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-09-19
943,김진수21LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1998-08-31
944,서동민20SP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1994-03-07
945,배민서20NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1999-11-18
946,이용찬22NP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-01-02
947,김민수21KP,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1992-07-24
948,하영민22키P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1995-05-07
949,남호21두P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2000-07-20
950,유원상20KP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1986-06-17
951,남호20LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2000-07-20
952,이인복20롯P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1991-06-18
953,문광은19LP,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1987-11-09
954,김재웅21키P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1998-10-22
955,박주성22키P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2000-11-09
956,박시영21KP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-03-10
957,김재웅20키P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1998-10-22
958,김지용22두P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1988-02-20
959,이상영21LP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2000-12-03
960,애플러22키P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1993-01-05
961,김태균21한1B,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1982-05-29
962,류원석20LP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1989-11-18
963,박치국21두P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1998-03-10
964,김경태19한P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1991-02-28
965,최영환19롯P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1992-02-20
966,한재승22NP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,2001-11-21
967,오주원21키P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1985-03-31
968,조현우21KP,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1994-03-30
969,박민호20SP,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1992-02-25
970,양현20키P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,1992-08-23
971,김현준20K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.00,0.02,1997-06-05
972,이명기21키1B,3,8,6,0,1,0,0,0,1,1,0,0,2,0,0,3,0,0,0,,,,,,,-0.00,-0.04,2000-01-03
973,한석현20LRF,9,3,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,,,,,,,-0.00,-0.00,1994-05-17
974,박지규20L2B,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.00,0.00,1991-10-12
975,박정음20키CF,86,47,43,20,8,0,1,0,10,2,9,1,2,2,0,14,0,0,0,,,,,,,-0.00,-0.14,1989-04-15
976,오준혁21SDH,26,50,46,7,10,2,0,2,18,5,0,0,4,0,0,15,2,0,0,,,,,,,-0.00,-0.18,1992-03-11
977,김준완21NRF,13,14,12,3,2,0,1,0,4,1,0,0,2,0,0,0,0,0,0,,,,,,,-0.00,-0.08,1991-01-20
978,백동훈20두RF,27,19,16,5,3,1,0,0,4,0,0,0,1,2,0,4,0,0,0,,,,,,,-0.00,-0.41,1990-09-16
979,이성우20LC,72,88,77,7,18,1,0,3,28,11,0,0,6,0,0,14,3,5,0,,,,,,,-0.00,-0.28,1981-09-01
980,김형준19NC,55,119,107,13,24,5,0,2,35,9,0,0,8,0,0,24,1,4,0,,,,,,,-0.00,-1.08,1999-11-02
981,김주형19키2B,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.00,-0.00,1996-03-05
982,변우혁19한1B,29,61,53,7,12,1,0,1,16,2,0,0,7,1,0,17,3,0,0,,,,,,,-0.01,-0.35,2000-03-18
983,이승민20두C,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.01,-0.00,1995-02-08
984,오정환21K2B,9,18,17,1,4,1,0,0,5,2,0,0,1,0,0,9,0,0,0,,,,,,,-0.01,-0.02,1999-03-27
985,신민재19L2B,81,93,80,25,19,3,0,0,22,5,10,8,8,3,0,17,0,1,1,,,,,,,-0.01,-0.18,1996-01-21
986,박재욱20LC,15,17,15,0,4,0,0,0,4,1,0,0,0,1,0,4,2,1,0,,,,,,,-0.01,-0.22,1995-12-06
987,이재홍22키3B,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,,,,,-0.01,-0.06,1998-12-17
988,전민수20LRF,4,6,5,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,,,,,,,-0.01,-0.11,1989-03-18
989,박주홍22키LF,21,57,49,4,11,1,1,0,14,3,0,0,8,0,1,18,1,0,0,,,,,,,-0.01,-0.22,2001-04-16
990,윤여운19NC,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,,,,,-0.01,0.01,1990-02-22
991,박지훈20두,9,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,-0.01,-0.00,2000-09-07
992,박정우22K,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.01,0.00,1996-03-21
993,고명성21KSS,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.01,-0.00,1999-04-16
994,윤수강20NC,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,,,,,-0.01,0.00,1990-02-22
995,장규현21한C,7,12,12,0,3,1,0,0,4,1,0,0,0,0,0,4,1,0,0,,,,,,,-0.02,-0.05,2002-06-28
996,김응민19삼C,8,13,13,0,3,1,0,0,4,0,0,0,0,0,0,6,1,0,0,,,,,,,-0.02,-0.28,1991-10-22
997,백용환22한,4,5,5,1,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.02,-0.14,1989-03-20
998,조수행20두RF,44,40,38,12,10,0,0,0,10,4,3,2,2,0,0,6,0,0,0,,,,,,,-0.02,0.14,1993-08-30
999,정주후20K2B,10,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,-0.02,-0.07,1995-06-26
1000,김사훈19롯C,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.03,1987-06-18
1001,류효승20SDH,8,9,8,2,1,0,0,1,4,2,0,0,1,0,0,4,0,0,0,,,,,,,-0.02,-0.05,1996-07-16
1002,서예일21두3B,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.03,1993-06-19
1003,김재호21두SS,89,251,211,23,44,8,0,1,55,24,1,1,29,2,0,34,7,6,3,,,,,,,-0.02,-1.73,1985-03-21
1004,김민성22L3B,92,157,140,16,29,4,0,3,42,20,0,1,10,3,0,27,4,3,1,,,,,,,-0.02,-0.07,1988-12-17
1005,권정웅21삼C,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.02,1992-11-15
1006,박민석19KSS,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.00,2000-04-13
1007,문찬종20키SS,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,0.00,1991-03-23
1008,최정용19K2B,8,21,21,4,6,0,0,0,6,1,0,0,0,0,0,10,0,0,0,,,,,,,-0.02,-0.09,1996-10-24
1009,노수광22한LF,117,361,315,33,72,18,6,4,114,30,17,6,32,1,1,107,2,10,3,,,,,,,-0.02,-0.45,1990-08-06
1010,이유찬19두DH,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,0.00,1998-08-05
1011,최준우19S2B,15,36,33,3,7,2,0,0,9,0,0,0,3,0,0,3,2,0,0,,,,,,,-0.02,-0.21,1999-03-25
1012,고우석22L,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.05,1998-08-06
1013,전경원22S,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.00,1999-03-18
1014,문선재19KLF,29,61,49,7,8,0,0,3,17,6,2,1,9,1,0,18,0,0,2,,,,,,,-0.02,-0.47,1990-05-20
1015,김재윤19KP,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.05,1990-09-16
1016,나지완22K,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,0.00,1985-05-19
1017,정성종19롯,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,-0.06,1995-11-16
1018,오태양21N,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,0.00,2002-04-25
1019,양우현19삼,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.02,0.00,2000-04-13
1020,박상언21한,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.02,-0.00,1997-03-03
1021,박시원21N,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.4,-0.02,-0.13,2001-05-30
1022,박시원20N,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.02,-0.00,2001-05-30
1023,전민재21두3B,9,5,4,1,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,.250,.200,.250,.450,.192,0.1,-0.02,0.05,1999-06-30
1024,박찬도19삼RF,30,34,32,10,9,1,0,0,10,2,0,1,2,0,1,10,0,0,0,.281,.324,.313,.636,.291,72.6,-0.02,-0.37,1989-02-22
1025,라이블리20삼,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-126.0,-0.02,-0.00,1992-03-05
1026,조형우22SC,9,13,12,2,2,1,0,0,3,1,0,0,1,0,0,3,0,0,0,.167,.231,.250,.481,.229,33.2,-0.02,-0.10,2002-04-04
1027,안치영19K3B,5,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,.167,.286,.167,.452,.242,38.2,-0.02,-0.15,1998-05-29
1028,김성민19SDH,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.250,.250,.250,.500,.236,33.0,-0.03,-0.07,1993-05-12
1029,김준완19NRF,8,19,16,0,4,0,0,0,4,1,0,0,2,0,0,2,0,0,1,.250,.316,.250,.566,.275,59.2,-0.03,-0.41,1991-01-20
1030,추재현19키RF,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-127.3,-0.03,0.00,1999-02-22
1031,김건형21KRF,11,39,33,4,7,1,0,0,8,0,1,0,6,0,1,6,0,0,0,.212,.333,.242,.576,.283,60.4,-0.03,0.06,1996-07-12
1032,강민국22키SS,3,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,.000,.250,.000,.250,.179,0.8,-0.03,0.24,1992-01-10
1033,지석훈20N3B,87,142,121,22,25,8,0,1,36,12,1,0,15,2,0,33,4,2,2,.207,.300,.298,.598,.281,57.8,-0.03,-0.86,1984-03-17
1034,김세민22롯2B,4,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,.000,.500,.000,.500,.179,-1.5,-0.03,0.00,2003-06-14
1035,김종민19한C,10,21,20,2,4,0,0,1,7,1,0,0,0,0,0,7,1,1,0,.200,.200,.350,.550,.234,36.5,-0.03,-0.37,1986-03-30
1036,김강현20롯C,5,4,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,.250,.000,.250,.183,-5.1,-0.03,-0.00,1995-02-27
1037,김기연22LC,12,9,9,0,2,0,0,0,2,1,0,0,0,0,0,3,0,0,0,.222,.222,.222,.444,.210,19.1,-0.03,-0.06,1997-09-07
1038,황진수19롯3B,6,4,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,.250,.000,.250,.180,-3.7,-0.03,0.03,1989-02-15
1039,박정권19S1B,18,37,32,5,6,1,0,1,10,5,0,0,5,0,0,11,0,0,0,.188,.297,.313,.610,.291,69.4,-0.03,-0.63,1981-07-21
1040,정준혁19롯LF,6,11,11,1,3,0,0,0,3,1,0,0,0,0,0,6,0,0,0,.273,.273,.273,.546,.258,49.2,-0.03,-0.03,1994-04-01
1041,도태훈20N3B,11,13,11,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0,0,.182,.308,.182,.490,.258,43.5,-0.04,-0.18,1993-03-18
1042,김수환21키1B,13,43,40,5,8,2,0,2,16,5,0,0,2,0,0,17,2,0,1,.200,.233,.400,.633,.281,65.6,-0.04,-0.08,1998-03-20
1043,박민22KSS,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-124.0,-0.04,-0.01,2001-06-05
1044,임석진22K3B,10,17,14,4,1,0,0,1,4,1,0,0,2,1,0,9,1,0,0,.071,.235,.286,.521,.251,46.4,-0.04,-0.15,1997-10-10
1045,김수산19키2B,5,10,8,1,1,0,0,0,1,0,0,0,2,0,0,2,1,0,0,.125,.300,.125,.425,.239,36.8,-0.04,-0.21,1993-03-07
1046,이학주21삼SS,66,174,155,17,32,8,0,4,52,20,2,2,14,1,0,61,3,4,0,.206,.277,.335,.612,.282,60.5,-0.04,-0.39,1990-11-04
1047,최민창22LLF,4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.200,.200,.200,.400,.189,4.9,-0.04,-0.15,1996-04-16
1048,류형우19L1B,10,12,11,2,2,0,0,0,2,1,0,0,1,0,0,3,1,0,0,.182,.250,.182,.432,.218,21.0,-0.04,0.03,1995-05-07
1049,이천웅22L,19,23,20,3,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,.200,.304,.200,.504,.258,52.1,-0.04,-0.01,1988-10-20
1050,이유찬22두SS,13,31,29,3,7,0,0,1,10,2,1,1,0,0,0,12,0,1,1,,,,,,,-0.04,-0.18,1998-08-05
1051,김태근19두DH,9,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,,,,,,,-0.04,0.02,1996-08-10
1052,서상우19LDH,13,24,21,2,5,1,0,0,6,1,0,0,3,0,0,8,1,0,0,,,,,,,-0.04,-0.22,1989-09-17
1053,프레이타스21키DH,43,148,139,13,36,10,0,2,52,14,0,0,7,1,0,29,7,0,1,,,,,,,-0.04,-0.65,1989-03-18
1054,권민석22두3B,16,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.04,-0.02,1999-02-20
1055,박정우22KCF,14,3,3,1,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,,,,,,,-0.04,0.11,1998-02-01
1056,이주형21키DH,5,11,10,1,1,0,0,1,4,3,0,0,1,0,0,7,0,0,0,,,,,,,-0.04,0.19,2002-07-05
1057,문상인20KC,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.04,-0.03,1998-01-31
1058,강로한22롯DH,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,-0.04,-0.08,1992-05-13
1059,김응민21삼C,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.04,-0.06,1991-10-22
1060,이인행19KRF,9,20,16,1,3,1,0,0,4,2,0,0,2,1,0,6,1,1,0,,,,,,,-0.04,0.06,1991-06-30
1061,이명기22키DH,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,,,,,,-0.04,-0.06,2000-01-03
1062,최정민20K2B,24,10,8,12,1,0,0,0,1,2,1,0,2,0,0,1,0,0,0,,,,,,,-0.04,-0.12,1989-06-02
1063,홍현빈22KRF,61,92,76,8,18,2,0,0,20,1,4,0,10,0,0,26,1,6,0,,,,,,,-0.04,-0.77,1997-08-29
1064,안익훈22L,14,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,-0.05,-0.03,1996-02-12
1065,박승규21삼LF,59,78,66,13,12,1,0,3,22,5,1,1,9,2,0,9,4,1,0,,,,,,,-0.05,-0.27,2000-09-02
1066,허관회22한DH,15,25,23,3,5,2,0,0,7,1,1,0,1,0,0,7,2,1,0,,,,,,,-0.05,0.08,1999-02-12
1067,김재현20삼SS,35,18,14,4,2,0,0,0,2,4,0,0,3,0,0,3,1,1,0,,,,,,,-0.05,-0.01,1991-08-30
1068,김철호19N,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.05,-0.00,1998-02-06
1069,홍재호19K2B,10,20,19,2,4,0,0,0,4,0,0,0,1,0,0,5,1,0,0,,,,,,,-0.05,0.17,1987-05-10
1070,이태훈21삼,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.05,-0.00,1995-04-03
1071,김현준21삼RF,13,4,4,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,,,,,,-0.05,-0.01,2002-10-11
1072,오태양22N,15,4,3,5,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,,,,,,,-0.05,-0.16,2002-04-25
1073,박준혁19한LF,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.05,-0.00,1991-01-09
1074,최민창21LCF,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.05,0.00,1996-04-16
1075,최우재21N,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.05,-0.01,1997-04-11
1076,김호은22L1B,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,-0.05,-0.06,1992-01-03
